line_1,line_2,line_3,source
how else to know,the shape of the breeze,dancing blossoms,tempslibre
how else to know,the shape of the breeze,dancing blossoms,tempslibre
winter solstice,each day the boy's smile,wider,tempslibre
news of his death,the winter jasmine wreathed,in mist,tempslibre
season of mists. . .,a calling of wild geese,arrows south,tempslibre
amber leaves,caught between 'for sale',and 'sold',tempslibre
old manor house,each empty room has,its own echo,tempslibre
slender grasses,and warm summer rain,touching the buddha,tempslibre
into dusk,the white rose,still whiter,tempslibre
equinox—,the double ferris wheel,across the lake,tempslibre
through a train window—,the blurs of lifetimes,on walls of graffiti ,tempslibre
pre-dawn silence,a Greyhound bus,shifts gears,tempslibre
hard freeze—,lingering steam,from a new-born calf,tempslibre
morning mist,green tips of onions,cracking the soil,tempslibre
becoming dusk,"rooftop to treetop,",the echo of crows,tempslibre
night bus stop,the plop of a Styrofoam cup,and swirl of coffee ,tempslibre
lengthening days,even the morning glory,a shade bluer,tempslibre
long afternoon,the occasional tapping,of a screen door,tempslibre
heat lightning—,the first drop of sweat,on her chin,tempslibre
"cold, foggy night—",only the echo,of a buoy's bell,tempslibre
gathering dusk --,with each swell of sea,a buoy dips deeper,tempslibre
shouldering coals,the rattle of blue crabs,in a metal bucket,tempslibre
sun blaze—,the flash of chrome,outside a biker bar,tempslibre
after the argument only the snapping of pole beans,,,tempslibre
wisp of clouds,the slow spiral of cream,in my espresso,tempslibre
almost dusk - ,the zigzag flight,of linked dragonflies,tempslibre
dusk-,fireflies leading the way,to the car door,tempslibre
long drive home,grass poking through,fresh fallen snow,tempslibre
rushing to work,seeing frozen new leaves,on the rose bush,tempslibre
Morning Paper,twice the colored ad inserts,as the news,tempslibre
packing up house,boxes of broken dreams,filling the dumpster,tempslibre
driving home,full moon,dancing in puddles,tempslibre
at the hotel,plugging in my laptop,for a touch of home,tempslibre
through the window,five minutes between projects,watching the pansies dancing,tempslibre
scent of rain,all the ways,we failed each other,tempslibre
spring rain,the dogwood,"half petals, half leaves",tempslibre
hunger moon,how bittersweet,this longing,tempslibre
a fallen leaf,brushes the corner,of your grave stone,tempslibre
autumn chill,the fallen leaf's veins,tinged a deeper hue,tempslibre
another day,the stilled heartbeat,on the ultrasound,tempslibre
day lilies,the dormant spark of death,within me,tempslibre
despite,the foreclosure sign,daffodills,tempslibre
freezing rain,the words,I cannot take back,tempslibre
deep winter,igniting the match,with a lit candle,tempslibre
cold rain,the persistent warmth,of your kiss,tempslibre
Thanksgiving,a new seat,at the table,tempslibre
autumn wind,knowing what you,will say next,tempslibre
maple in full flame,becoming at last,myself,tempslibre
chrysanthemum moon,the way,you open me,tempslibre
leaf after leaf falls,the way your laugh,makes me laugh,tempslibre
mackerel sky,first gold leaves spangle,the maple,tempslibre
cricket song,my longing too,unanswered ,tempslibre
mosquito,and I,blood brothers,tempslibre
cloud watching,the reunion,of Pangaea,tempslibre
eclipse,the taste of goodbye,in your kiss,tempslibre
this old fight,knowing both our parts,thunder moon ,tempslibre
lingering dusk,the silence between us,says it all,tempslibre
lover's quarrel,the tea kettle,silenced,tempslibre
summer day,clover bending,with the bee's weight,tempslibre
ceiling fan,the whirl,of my thoughts,tempslibre
sego lilies,the trail dissolves,into wildflowers,tempslibre
As if yesterday,your twenty-year-old body,wild strawberries,tempslibre
yellowed envelope,holding your golden curls,spring cleaning,tempslibre
a robin's beak,pierces its shell,earth day,tempslibre
twilight,portrait of a child,that will never age,tempslibre
untimely death,watching dust fall,through sun's rays,tempslibre
veil of spring rain,the anniversary,of my divorce,tempslibre
cloudless sky ,all the things ,I don't know ,tempslibre
Ash Wednesday,light rain,from the cloud-smudged sky,tempslibre
first crocus,the oncologist says,no hope ,tempslibre
terminal cancer ,the contrails end ,midair ,tempslibre
from my window,a maple's lichened trunk,the only green,tempslibre
starless night,my daughter delivered home,by a policeman,tempslibre
Valentine's Day,thin ice covers,the pond,tempslibre
biting the peel,a burst of orange mist,firelight ,tempslibre
first snow,all the shades,of white,tempslibre
solstice,sipping a stronger brew,in the waning light,tempslibre
year-end bank statement,reusing the tea bag,for a second cup,tempslibre
winter night,the chill of moonlight,on my skin,tempslibre
rain turns to sleet,grounding my daughter,our shared tears ,tempslibre
winter in the wind,no cake for this candle lit,in memoriam,tempslibre
all saints day,from the corner of my eye,someone no one,tempslibre
cold rain,a maple leaf floats,in the water basin,tempslibre
deep autumn,we read love poems once,in these woods,tempslibre
October moon,white pumpkins glow,in the field,tempslibre
autumn arrives early,for this mountain ridge,and me,tempslibre
autumn mist,bull elk's mating call,splits the silence,tempslibre
first frost,instead of silk,flannel,tempslibre
autumn equinox,the fallen leaf,"half-green, half-gold",tempslibre
morning tea,returning the cup,its emptiness,tempslibre
autumn grasses,at least the tea,remains green,tempslibre
end of summer,more cucumbers,than neighbors,tempslibre
damselflies,dart across the water,a bluer blue,tempslibre
August heat,the pregnancy test results,become clear,tempslibre
midnight jazz,rain streaming down,the verdigris chain ,tempslibre
the taste,of pine's bitter honey,these bitter tears,tempslibre
sepia souls smile,from a photo negative,reunion,tempslibre
faded postcard,the Nagasaki temple,then,tempslibre
summer heat,kimono hung on the wall,billows from the fan,tempslibre
silver dawn,slug traces iridesce,on the garden path,tempslibre
sweltering stillness,the nurse flicks a bubble,from the syringe,tempslibre
relentless sun,my lips meet the cool arc,flowing from the hose,tempslibre
overgrown grapevine,unsigned divorce papers,heavy in my hand,tempslibre
this winding river ,confluence of what I know ,and what I don't,tempslibre
overcast Sunday---,the lilacs,remind me of last night,tempslibre
bus stop -,all eyes,on the migrating geese,tempslibre
desert wind --,even the stones,in unfamiliar colors,tempslibre
the mixed calls,of courting birds --,scent of damp earth,tempslibre
she tucks the sonogram photo --,back in her wallet,spring sun,tempslibre
biting cold --,frost on the nail heads,of the old fence,tempslibre
winter solstice --,the fog lifts from a tree,filled with ravens,tempslibre
closing time --,an expensive fingernail,on the mall floor,tempslibre
Friday the 13th --,a bit of volcanic ash,in the winter fog,tempslibre
sunrise --,a view of the sky through,a worm-eaten leaf,tempslibre
Indian Summer --,ducks make their way,from shade to shade,tempslibre
afternoon heat --,bird song fades as I enter,the tunnel,tempslibre
summer solstice --,a flock of sandpiper splits,and splits again,tempslibre
the old log --,moss grows around,an obscene word,tempslibre
first roses --,just enough heat to,settle the mosquitoes,tempslibre
mid-day heat,my eyes follow,the swallow's flight,tempslibre
whale watching --,a distant cloud rains,into the sea,tempslibre
morning haze --,a mosquito above,the pond ice,tempslibre
a soda can,shot full of holes --,spring sun,tempslibre
Easter morning --,I head out into,trackless snow,tempslibre
first pussy willows --,the sound of a woodpecker,shifts again,tempslibre
home sick --,just the sound,of icicles dripping,tempslibre
spring frost --,a tower light pierces,the sunset,tempslibre
spring in the air --,my walking stick pierces,crusted snow,tempslibre
a fly beats,against the window --,melting snow,tempslibre
subzero --,a moth flies towards,the moonlit door,tempslibre
year's end --,a few tentative steps,on the river ice,tempslibre
dawn --,the maple's colors,spread through the fog,tempslibre
a new day --,the priest's robes,fill with snow,tempslibre
overnight rain --,the scent of orange blossoms,in a desert town,tempslibre
polished oak --,the freesia's shadow ends,in coffee foam,tempslibre
scattered sun --,one chickadee,louder than the rest,tempslibre
morning delivery --,snow comes in,with the FedEx man,tempslibre
dog days --,the hill carried away,a truck at a time,tempslibre
lingering day --,I study the moss,in a park bench,tempslibre
sunset --,the day's heat,still in the car,tempslibre
end of the drought --,a mushroom tilts,under the spruce,tempslibre
slow boats --,the wind pushes a butterfly,out to sea,tempslibre
cloud shadows --,and eagle picks over,what the tide left,tempslibre
ebb tide --,a photo of a missing girl,flutters in the breeze,tempslibre
first raindrops --,frog bones in,the middle of the path,tempslibre
untrodden snow --,my breath clouds the way,into the trees,tempslibre
crescent moon --,I follow the trail of,a dragged Christmas tree,tempslibre
end of the year --,tracks along the edge,of thin ice,tempslibre
full moon --,last week's snow,slips from a wire,tempslibre
steady drizzle --,a snore from the man,on the next yoga mat,tempslibre
moonless night --,a bath oil bead,melting in the rain,tempslibre
winter doldrums --,the rain drips from,plastic candy canes ,tempslibre
night of meteors --,the first Christmas lights,go up on the block,tempslibre
approaching winter --,I leave the seashell,at the bottom of my purse,tempslibre
the empty bench --,spilled coffee,turned to ice,tempslibre
working Saturday --,the small shadows of pigeons,in the fog,tempslibre
the puddled field --,blades of grass,pierce a cloud,tempslibre
morning haze --,ice drifts around,the river stones,tempslibre
berry stains,along the sidewalk --,hint of frost,tempslibre
a bright morning --,the mud pulls away,from a frosty stone,tempslibre
walking meditation --,I pass through,a cloud of breath,tempslibre
new coolness --,a train's light moves,along the mountainside,tempslibre
wispy clouds --,the last blossom hangs,on the fireweed,tempslibre
new coolness --,a pool at the center,of the lupine leaves,tempslibre
sirens --,the wind pushes,a butterfly to the ground,tempslibre
noon glare --,the wind blows sand,out to sea,tempslibre
dog days --,driving to the lake,to watch the icebergs drift,tempslibre
after the rain --,a frog-shaped shadow,wavers in the puddle,tempslibre
hugs --,the spider on my,old friend's arm,tempslibre
spray painted log --,I try not to sit,on the word f***,tempslibre
a few yellow leaves --,the construction site grows,towards my favorite tree,tempslibre
week of rain --,the insect's trail,on the flattened leaf,tempslibre
a winged ant,crawls on hot asphalt --,end of summer,tempslibre
discount store --,the unfinished tatoo,on the cashier's arm,tempslibre
summer dust --,a caterpillar under,the whale bone arch,tempslibre
a white night --,salmon bones,curled against a log,tempslibre
scent of new leaves --,a caterpillar swings,in a shaft of light,tempslibre
half-frog pose,I lie and listen,to the rain,tempslibre
spring currents --,the first gulls,picking bones,tempslibre
a hawk searches,the dry grass --,sundogs,tempslibre
the courtship songs,of so many birds --,wind through my shirt,tempslibre
scent of rain --,a whale-shaped cloud,hangs over the bay,tempslibre
a cold morning --,goose honks echo,off the pavement,tempslibre
steamed milk --,snowmelt running from,the coffee shop roof,tempslibre
between the yoga,and chi gung classes --,scent of burning sage,tempslibre
dawn storm --,a bit of mountain ash,stirred into the snow,tempslibre
horizonless --,sky-colored ice,turns in the bay,tempslibre
sharp air --,the patch of blue,changes shape,tempslibre
